train_loss,epoch,step,val_loss,val_accuracy,test_loss,test_accuracy
1.1055949926376343,0,0,,,,
,0,0,1.1653738021850586,0.14000000059604645,,
1.0984476804733276,1,1,,,,
,1,1,1.157091498374939,0.14000000059604645,,
1.0914024114608765,2,2,,,,
,2,2,1.1489207744598389,0.14000000059604645,,
1.0844627618789673,3,3,,,,
,3,3,1.1408653259277344,0.14000000059604645,,
1.077632188796997,4,4,,,,
,4,4,1.132928490638733,0.12999999523162842,,
1.0709137916564941,5,5,,,,
,5,5,1.1251124143600464,0.12999999523162842,,
1.0643099546432495,6,6,,,,
,6,6,1.1174194812774658,0.12999999523162842,,
1.057822346687317,7,7,,,,
,7,7,1.1098506450653076,0.12999999523162842,,
1.0514525175094604,8,8,,,,
,8,8,1.102406620979309,0.12999999523162842,,
1.0452003479003906,9,9,,,,
,9,9,1.0950865745544434,0.12999999523162842,,
1.0390658378601074,10,10,,,,
,10,10,1.0878894329071045,0.14000000059604645,,
1.0330476760864258,11,11,,,,
,11,11,1.0808125734329224,0.14000000059604645,,
1.0271438360214233,12,12,,,,
,12,12,1.0738531351089478,0.12999999523162842,,
1.0213510990142822,13,13,,,,
,13,13,1.0670067071914673,0.12999999523162842,,
1.0156660079956055,14,14,,,,
,14,14,1.060268759727478,0.12999999523162842,,
1.0100839138031006,15,15,,,,
,15,15,1.0536341667175293,0.12999999523162842,,
1.0046000480651855,16,16,,,,
,16,16,1.0470973253250122,0.12999999523162842,,
0.9992087483406067,17,17,,,,
,17,17,1.040653109550476,0.12999999523162842,,
0.9939046502113342,18,18,,,,
,18,18,1.0342963933944702,0.12999999523162842,,
0.9886822700500488,19,19,,,,
,19,19,1.0280224084854126,0.12999999523162842,,
0.9835364818572998,20,20,,,,
,20,20,1.0218275785446167,0.12999999523162842,,
0.978462815284729,21,21,,,,
,21,21,1.015708565711975,0.12999999523162842,,
0.9734570384025574,22,22,,,,
,22,22,1.0096632242202759,0.12999999523162842,,
0.9685157537460327,23,23,,,,
,23,23,1.0036894083023071,0.12999999523162842,,
0.9636361598968506,24,24,,,,
,24,24,0.9977864623069763,0.12999999523162842,,
0.9588160514831543,25,25,,,,
,25,25,0.991953432559967,0.12999999523162842,,
0.9540536403656006,26,26,,,,
,26,26,0.9861900806427002,0.12999999523162842,,
0.9493479132652283,27,27,,,,
,27,27,0.9804970026016235,0.12999999523162842,,
0.9446976184844971,28,28,,,,
,28,28,0.9748741388320923,0.12999999523162842,,
0.9401028156280518,29,29,,,,
,29,29,0.9693222641944885,0.12999999523162842,,
0.9355629682540894,30,30,,,,
,30,30,0.9638422131538391,0.12999999523162842,,
0.9310781955718994,31,31,,,,
,31,31,0.9584347605705261,0.12999999523162842,,
0.926648736000061,32,32,,,,
,32,32,0.9531005620956421,0.12999999523162842,,
0.922275185585022,33,33,,,,
,33,33,0.9478410482406616,0.12999999523162842,,
0.9179577827453613,34,34,,,,
,34,34,0.9426568746566772,0.12999999523162842,,
0.913697361946106,35,35,,,,
,35,35,0.9375485777854919,0.12999999523162842,,
0.9094943404197693,36,36,,,,
,36,36,0.9325177073478699,0.10999999940395355,,
0.9053495526313782,37,37,,,,
,37,37,0.9275645613670349,0.10999999940395355,,
0.9012637138366699,38,38,,,,
,38,38,0.9226899147033691,0.10999999940395355,,
0.8972374796867371,39,39,,,,
,39,39,0.9178945422172546,0.10999999940395355,,
0.8932713270187378,40,40,,,,
,40,40,0.9131786227226257,0.10999999940395355,,
0.8893659710884094,41,41,,,,
